Norsonic RTA840

Generated: Tue 23 Mar 2021 20:31:22 (sdf2txt, ver 1.09)
Title: No measurement title specified

Setup information
Measurement mode: Lvl-FFT-Sgl
Master Instrument Mode: Normal

Lower frequency: 0.00Hz
Upper frequency: 781.25Hz
Window 1: Hanning
Measurement start: Mon 15 Mar 2021 22:41:14
Number of averages: 20
Trigger condition: Manual

Channel 1:
Input: Line
Calibration: 0.0
Reference level (0dB): 2.00e-05
Fullscale: 95dB
High pass filter: 20Hz

"3CD11.SDF"
"Period = 0"
"              X[Hz]",     "Auto Pwr Spec",     
"              72.27",               -15.7,     
"              73.24",               -16.2,     
"              74.22",               -16.1,     
"              75.20",               -16.4,     
"              76.17",               -15.9,     
"              77.15",               -13.8,     
"              78.13",               -16.1,     
"              79.10",               -16.5,     
"              80.08",               -17.2,     
"              81.05",               -16.8,     
"              82.03",               -14.8,     
"              83.01",               -15.7,     
"              83.98",               -14.5,     
"              84.96",               -15.1,     
"              85.94",               -18.6,     
"              86.91",               -15.1,     
"              87.89",               -14.7,     
"              88.87",               -15.0,     
"              89.84",               -14.2,     
"              90.82",               -12.4,     
"              91.80",               -11.3,     
"              92.77",               -10.0,     
"              93.75",                -7.2,     
"              94.73",                -7.1,     
"              95.70",                -3.9,     
"              96.68",                -1.8,     
"              97.66",                 1.5,     
"              98.63",                 4.5,     
"              99.61",                 8.4,     
"             100.59",                12.6,     
"             101.56",                18.0,     
"             102.54",                24.8,     
"             103.52",                34.2,     
"             104.49",                50.5,     
"             105.47",                65.4,     
"             106.45",                65.9,     
"             107.42",                52.7,     
"             108.40",                35.1,     
"             109.38",                25.5,     
"             110.35",                18.5,     
"             111.33",                13.2,     
"             112.30",                 8.5,     
"             113.28",                 4.9,     
"             114.26",                 1.4,     
"             115.23",                -1.1,     
"             116.21",                -4.0,     
"             117.19",                -5.7,     
"             118.16",                -9.3,     
"             119.14",                -9.8,     
"             120.12",               -12.2,     
"             121.09",               -12.6,     
"             122.07",               -14.8,     
"             123.05",               -15.8,     
"             124.02",               -15.3,     
"             125.00",               -15.7,     
"             125.98",               -16.0,     
"             126.95",               -16.7,     
"             127.93",               -19.8,     
"             128.91",               -20.2,     
"             129.88",               -18.5,     
"             130.86",               -18.9,     
"             131.84",               -20.2,     
"             132.81",               -20.8,     
"             133.79",               -21.6,     
"             134.77",               -19.0,     
"             135.74",               -19.6,     
"             136.72",               -19.8,     
"             137.70",               -19.5,     
"             138.67",               -19.4,     
"             139.65",               -20.4,     
"             140.63",               -18.1,     
"             141.60",               -18.3,     
"             142.58",               -22.4,     
"             143.55",               -20.5,     
"             144.53",               -18.1,     
"             145.51",               -17.0,     
"             146.48",               -19.8,     
"             147.46",               -19.7,     
"             148.44",                -9.6,     
"             149.41",                 4.5,     
"             150.39",                 4.9,     
"             151.37",                -7.9,     
"             152.34",               -18.9,     
"             153.32",               -19.4,     
"             154.30",               -20.0,     
"             155.27",               -20.4,     
"             156.25",               -19.4,     
"             157.23",               -19.4,     
"             158.20",               -18.4,     
"             159.18",               -20.3,     
"             160.16",               -20.0,     
"             161.13",               -20.3,     
"             162.11",               -20.9,     
"             163.09",               -21.6,     
"             164.06",               -19.3,     
"             165.04",               -20.8,     
"             166.02",               -20.5,     
"             166.99",               -20.4,     
"             167.97",               -21.0,     
"             168.95",               -21.8,     
"             169.92",               -21.7,     
"             170.90",               -20.2,     
"             171.88",               -19.9,     
"             172.85",               -22.2,     
"             173.83",               -22.7,     
"             174.80",               -21.9,     
"             175.78",               -20.8,     
"             176.76",               -21.3,     
"             177.73",               -19.7,     
"             178.71",               -18.6,     
"             179.69",               -20.3,     
"             180.66",               -19.7,     
"             181.64",               -20.8,     
"             182.62",               -22.3,     
"             183.59",               -22.0,     
"             184.57",               -21.0,     
"             185.55",               -20.2,     
"             186.52",               -19.6,     
"             187.50",               -19.6,     
"             188.48",               -21.0,     
"             189.45",               -19.6,     
"             190.43",               -20.2,     
"             191.41",               -20.6,     
"             192.38",               -22.0,     
"             193.36",               -22.5,     
"             194.34",               -23.3,     
"             195.31",               -19.7,     
"             196.29",               -18.9,     
"             197.27",               -21.6,     
"             198.24",               -21.5,     
"             199.22",               -19.8,     
"             200.20",               -16.9,     
"             201.17",               -18.4,     
"             202.15",               -16.9,     
"             203.13",               -16.4,     
"             204.10",               -13.8,     
"             205.08",               -11.2,     
"             206.05",                -7.0,     
"             207.03",                -2.6,     
"             208.01",                 3.4,     
"             208.98",                11.0,     
"             209.96",                22.6,     
"             210.94",                53.8,     
"             211.91",                61.0,     
"             212.89",                56.0,     
"             213.87",                25.3,     
"             214.84",                12.7,     
"             215.82",                 4.4,     
"             216.80",                -1.8,     
"             217.77",                -6.2,     
"             218.75",               -10.9,     
"             219.73",               -13.4,     
"             220.70",               -16.5,     
"             221.68",               -18.2,     
"             222.66",               -18.7,     
"             223.63",               -19.0,     
"             224.61",               -21.8,     
"             225.59",               -21.2,     
"             226.56",               -22.8,     
"             227.54",               -21.2,     
"             228.52",               -21.8,     
"             229.49",               -22.8,     
"             230.47",               -21.6,     
"             231.45",               -23.1,     
"             232.42",               -22.8,     
"             233.40",               -23.0,     
"             234.38",               -24.1,     
"             235.35",               -24.3,     
"             236.33",               -22.1,     
"             237.30",               -23.0,     
"             238.28",               -24.2,     
"             239.26",               -23.9,     
"             240.23",               -22.2,     
"             241.21",               -23.3,     
"             242.19",               -21.3,     
"             243.16",               -20.8,     
"             244.14",               -21.8,     
"             245.12",               -23.8,     
"             246.09",               -22.7,     
"             247.07",               -21.8,     
"             248.05",               -22.3,     
"             249.02",                -9.2,     
"             250.00",                -4.7,     
"             250.98",               -11.9,     
"             251.95",               -22.1,     
"             252.93",               -23.0,     
"             253.91",               -25.4,     
"             254.88",               -25.8,     
"             255.86",               -22.1,     
"             256.84",               -22.5,     
"             257.81",               -23.4,     
"             258.79",               -23.5,     
"             259.77",               -24.4,     
"             260.74",               -25.1,     
"             261.72",               -26.0,     
"             262.70",               -24.5,     
"             263.67",               -23.9,     
"             264.65",               -24.8,     
"             265.63",               -25.7,     
"             266.60",               -25.0,     
"             267.58",               -23.8,     
"             268.55",               -24.3,     
"             269.53",               -24.0,     
"             270.51",               -22.8,     
"             271.48",               -23.6,     
"             272.46",               -24.0,     
"             273.44",               -23.2,     
"             274.41",               -23.8,     
"             275.39",               -24.0,     
"             276.37",               -24.9,     
"             277.34",               -24.2,     
"             278.32",               -22.9,     
"             279.30",               -21.9,     
"             280.27",               -22.0,     
"             281.25",               -22.9,     
"             282.23",               -24.6,     
"             283.20",               -23.0,     
"             284.18",               -22.2,     
"             285.16",               -24.3,     
"             286.13",               -25.1,     
"             287.11",               -23.8,     
"             288.09",               -23.4,     
"             289.06",               -22.9,     
"             290.04",               -23.7,     
"             291.02",               -24.9,     
"             291.99",               -26.2,     
"             292.97",               -24.8,     
"             293.95",               -25.7,     
"             294.92",               -24.5,     
"             295.90",               -23.0,     
"             296.88",               -21.9,     
"             297.85",               -23.8,     
"             298.83",               -21.8,     
"             299.80",               -22.6,     
"             300.78",               -23.6,     
"             301.76",               -21.3,     
"             302.73",               -24.2,     
"             303.71",               -19.2,     
"             304.69",               -19.4,     
"             305.66",               -17.0,     
"             306.64",               -16.4,     
"             307.62",               -13.6,     
"             308.59",               -11.7,     
"             309.57",                -8.8,     
"             310.55",                -5.8,     
"             311.52",                -2.3,     
"             312.50",                 2.2,     
"             313.48",                 7.3,     
"             314.45",                14.0,     
"             315.43",                23.0,     
"             316.41",                38.3,     
"             317.38",                55.2,     
"             318.36",                56.7,     
"             319.34",                45.1,     
"             320.31",                26.0,     
"             321.29",                16.0,     
"             322.27",                 8.8,     
"             323.24",                 3.4,     
"             324.22",                -1.2,     
"             325.20",                -4.9,     
"             326.17",                -8.2,     
"             327.15",               -10.9,     
"             328.13",               -13.0,     
"             329.10",               -16.2,     
"             330.08",               -16.8,     
"             331.05",               -20.1,     
"             332.03",               -20.3,     
"             333.01",               -22.3,     
"             333.98",               -22.9,     
"             334.96",               -22.8,     
"             335.94",               -24.0,     
"             336.91",               -24.0,     
"             337.89",               -25.0,     
"             338.87",               -25.5,     
"             339.84",               -24.8,     
"             340.82",               -24.5,     
"             341.80",               -26.2,     
"             342.77",               -26.3,     
"             343.75",               -23.7,     
"             344.73",               -22.6,     
"             345.70",               -24.4,     
"             346.68",               -26.7,     
"             347.66",               -26.3,     
"             348.63",               -20.2,     
"             349.61",               -12.2,     
"             350.59",               -15.1,     
"             351.56",               -25.1,     
"             352.54",               -24.9,     
"             353.52",               -26.2,     
"             354.49",               -27.1,     
"             355.47",               -24.7,     
"             356.45",               -24.4,     
"             357.42",               -23.6,     
"             358.40",               -25.6,     
"             359.38",               -25.0,     
"             360.35",               -26.7,     
"             361.33",               -25.6,     
"             362.30",               -24.5,     
"             363.28",               -23.9,     
"             364.26",               -25.4,     
"             365.23",               -24.3,     
"             366.21",               -22.7,     
"             367.19",               -25.4,     
"             368.16",               -26.1,     
"             369.14",               -26.7,     
"             370.12",               -26.2,     
"             371.09",               -21.8,     
"             372.07",               -19.6,     
"             373.05",               -24.2,     
"             374.02",               -26.2,     
"             375.00",               -27.7,     
"             375.98",               -26.1,     
"             376.95",               -24.9,     
"             377.93",               -26.5,     
"             378.91",               -25.8,     
"             379.88",               -26.7,     
"             380.86",               -25.5,     
"             381.84",               -24.6,     
"             382.81",               -23.6,     
"             383.79",               -24.2,     
"             384.77",               -24.6,     
"             385.74",               -24.7,     
"             386.72",               -23.6,     
"             387.70",               -24.7,     
"             388.67",               -27.5,     
"             389.65",               -27.4,     
"             390.63",               -25.2,     
"             391.60",               -25.8,     
"             392.58",               -25.7,     
"             393.55",               -24.6,     
"             394.53",               -24.8,     
"             395.51",               -24.5,     
"             396.48",               -25.1,     
"             397.46",               -24.8,     
"             398.44",               -25.3,     
"             399.41",               -22.8,     
"             400.39",               -23.3,     
"             401.37",               -26.0,     
"             402.34",               -26.5,     
"             403.32",               -27.6,     
"             404.30",               -27.3,     
"             405.27",               -25.4,     
"             406.25",               -25.8,     
"             407.23",               -26.2,     
"             408.20",               -26.3,     
"             409.18",               -27.8,     
"             410.16",               -24.3,     
"             411.13",               -23.8,     
"             412.11",               -22.6,     
"             413.09",               -20.3,     
"             414.06",               -19.3,     
"             415.04",               -17.0,     
"             416.02",               -14.9,     
"             416.99",               -11.7,     
"             417.97",                -7.9,     
"             418.95",                -3.4,     
"             419.92",                 2.4,     
"             420.90",                10.0,     
"             421.88",                21.0,     
"             422.85",                46.5,     
"             423.83",                54.8,     
"             424.80",                50.9,     
"             425.78",                26.4,     
"             426.76",                13.1,     
"             427.73",                 4.8,     
"             428.71",                -1.5,     
"             429.69",                -6.7,     
"             430.66",               -10.5,     
"             431.64",               -14.2,     
"             432.62",               -16.4,     
"             433.59",               -18.6,     
"             434.57",               -19.5,     
"             435.55",               -23.8,     
"             436.52",               -22.9,     
"             437.50",               -25.1,     
"             438.48",               -25.8,     
"             439.45",               -25.4,     
"             440.43",               -26.1,     
"             441.41",               -27.5,     
"             442.38",               -26.0,     
"             443.36",               -26.5,     
"             444.34",               -25.1,     
"             445.31",               -24.2,     
"             446.29",               -26.5,     
"             447.27",               -26.9,     
"             448.24",               -24.3,     
"             449.22",               -10.8,     
"             450.20",                -9.8,     
"             451.17",               -20.6,     
"             452.15",               -27.3,     
"             453.13",               -26.8,     
"             454.10",               -27.0,     
"             455.08",               -27.2,     
"             456.05",               -27.4,     
"             457.03",               -28.2,     
"             458.01",               -27.2,     
"             458.98",               -26.2,     
"             459.96",               -25.3,     
"             460.94",               -25.5,     
"             461.91",               -26.3,     
"             462.89",               -24.3,     
"             463.87",               -23.8,     
"             464.84",               -26.5,     
"             465.82",               -29.0,     
"             466.80",               -26.6,     
"             467.77",               -25.7,     
"             468.75",               -27.1,     
"             469.73",               -25.7,     
"             470.70",               -26.3,     
"             471.68",               -25.9,     
"             472.66",               -26.8,     
"             473.63",               -27.8,     
"             474.61",               -26.3,     
"             475.59",               -25.7,     
"             476.56",               -26.9,     
"             477.54",               -26.8,     
"             478.52",               -27.5,     
"             479.49",               -27.7,     
"             480.47",               -31.0,     
"             481.45",               -29.2,     
"             482.42",               -26.6,     
"             483.40",               -27.0,     
"             484.38",               -27.7,     
"             485.35",               -27.8,     
"             486.33",               -27.1,     
"             487.30",               -26.1,     
"             488.28",               -26.0,     
"             489.26",               -26.2,     
"             490.23",               -26.8,     
"             491.21",               -27.0,     
"             492.19",               -26.5,     
"             493.16",               -25.6,     
"             494.14",               -28.1,     
"             495.12",               -26.8,     
"             496.09",               -25.8,     
"             497.07",               -27.1,     
"             498.05",               -27.5,     
"             499.02",               -25.0,     
"             500.00",               -22.3,     
"             500.98",               -26.3,     
"             501.95",               -27.8,     
"             502.93",               -27.5,     
"             503.91",               -27.3,     
"             504.88",               -27.7,     
"             505.86",               -29.3,     
"             506.84",               -29.2,     
"             507.81",               -27.4,     
"             508.79",               -27.9,     
"             509.77",               -26.9,     
"             510.74",               -28.1,     
"             511.72",               -26.8,     
"             512.70",               -28.4,     
"             513.67",               -24.7,     
"             514.65",               -24.6,     
"             515.63",               -24.5,     
"             516.60",               -23.9,     
"             517.58",               -23.4,     
"             518.55",               -20.4,     
"             519.53",               -19.3,     
"             520.51",               -15.6,     
"             521.48",               -16.6,     
"             522.46",               -11.4,     
"             523.44",                -8.7,     
"             524.41",                -3.8,     
"             525.39",                 1.0,     
"             526.37",                 7.6,     
"             527.34",                16.3,     
"             528.32",                30.7,     
"             529.30",                50.1,     
"             530.27",                52.6,     
"             531.25",                42.4,     
"             532.23",                21.3,     
"             533.20",                10.9,     
"             534.18",                 3.6,     
"             535.16",                -2.0,     
"             536.13",                -6.7,     
"             537.11",               -10.5,     
"             538.09",               -12.9,     
"             539.06",               -17.6,     
"             540.04",               -17.8,     
"             541.02",               -20.4,     
"             541.99",               -22.0,     
"             542.97",               -23.3,     
"             543.95",               -23.7,     
"             544.92",               -24.6,     
"             545.90",               -26.1,     
"             546.88",               -25.5,     
"             547.85",               -26.0,     
"             548.83",               -13.3,     
"             549.80",                -7.9,     
"             550.78",               -14.3,     
"             551.76",               -27.7,     
"             552.73",               -28.2,     
"             553.71",               -27.9,     
"             554.69",               -28.0,     
"             555.66",               -28.5,     
"             556.64",               -27.3,     
"             557.62",               -26.4,     
"             558.59",               -28.3,     
"             559.57",               -28.0,     
"             560.55",               -27.8,     
"             561.52",               -28.2,     
"             562.50",               -26.9,     
"             563.48",               -26.8,     
"             564.45",               -26.5,     
"             565.43",               -27.2,     
"             566.41",               -28.2,     
"             567.38",               -27.9,     
"             568.36",               -28.0,     
"             569.34",               -27.1,     
"             570.31",               -27.0,     
"             571.29",               -27.5,     
"             572.27",               -28.3,     
"             573.24",               -28.2,     
"             574.22",               -26.5,     
"             575.20",               -25.2,     
"             576.17",               -24.6,     
"             577.15",               -26.4,     
"             578.13",               -28.1,     
"             579.10",               -28.4,     
"             580.08",               -30.1,     
"             581.05",               -27.6,     
"             582.03",               -27.7,     
"             583.01",               -29.7,     
"             583.98",               -30.3,     
"             584.96",               -28.1,     
"             585.94",               -27.1,     
"             586.91",               -27.0,     
"             587.89",               -27.8,     
"             588.87",               -27.7,     
"             589.84",               -27.1,     
"             590.82",               -27.7,     
"             591.80",               -26.9,     
"             592.77",               -27.4,     
"             593.75",               -28.8,     
"             594.73",               -27.8,     
"             595.70",               -27.3,     
"             596.68",               -26.1,     
"             597.66",               -26.6,     
"             598.63",               -27.7,     
"             599.61",               -25.7,     
"             600.59",               -26.7,     
"             601.56",               -28.1,     
"             602.54",               -28.9,     
"             603.52",               -30.8,     
"             604.49",               -29.9,     
"             605.47",               -30.6,     
"             606.45",               -29.7,     
"             607.42",               -29.1,     
"             608.40",               -30.4,     
"             609.38",               -29.5,     
"             610.35",               -28.5,     
"             611.33",               -28.8,     
"             612.30",               -30.0,     
"             613.28",               -30.3,     
"             614.26",               -27.9,     
"             615.23",               -29.9,     
"             616.21",               -30.3,     
"             617.19",               -29.0,     
"             618.16",               -27.9,     
"             619.14",               -28.5,     
"             620.12",               -28.2,     
"             621.09",               -27.4,     
"             622.07",               -26.7,     
"             623.05",               -24.8,     
"             624.02",               -22.2,     
"             625.00",               -22.9,     
"             625.98",               -20.6,     
"             626.95",               -15.9,     
"             627.93",               -17.2,     
"             628.91",               -12.4,     
"             629.88",                -9.1,     
"             630.86",                -4.1,     
"             631.84",                 1.4,     
"             632.81",                 8.8,     
"             633.79",                19.4,     
"             634.77",                41.5,     
"             635.74",                51.1,     
"             636.72",                48.2,     
"             637.70",                27.5,     
"             638.67",                13.5,     
"             639.65",                 4.8,     
"             640.63",                -1.6,     
"             641.60",                -6.5,     
"             642.58",               -11.0,     
"             643.55",               -14.5,     
"             644.53",               -15.8,     
"             645.51",               -20.0,     
"             646.48",               -20.8,     
"             647.46",               -21.5,     
"             648.44",               -17.7,     
"             649.41",                -7.8,     
"             650.39",               -10.1,     
"             651.37",               -25.9,     
"             652.34",               -26.1,     
"             653.32",               -29.4,     
"             654.30",               -30.3,     
"             655.27",               -27.7,     
"             656.25",               -27.7,     
"             657.23",               -26.9,     
"             658.20",               -28.7,     
"             659.18",               -29.4,     
"             660.16",               -28.2,     
"             661.13",               -28.5,     
"             662.11",               -27.9,     
"             663.09",               -29.4,     
"             664.06",               -30.1,     
"             665.04",               -29.2,     
"             666.02",               -28.7,     
"             666.99",               -30.5,     
"             667.97",               -28.9,     
"             668.95",               -29.7,     
"             669.92",               -30.7,     
"             670.90",               -30.5,     
"             671.88",               -29.5,     
"             672.85",               -26.2,     
"             673.83",               -27.5,     
"             674.80",               -28.2,     
"             675.78",               -27.9,     
"             676.76",               -26.9,     
"             677.73",               -26.6,     
"             678.71",               -28.3,     
"             679.69",               -28.7,     
"             680.66",               -27.0,     
"             681.64",               -27.4,     
"             682.62",               -27.7,     
"             683.59",               -27.1,     
"             684.57",               -28.6,     
"             685.55",               -28.5,     
"             686.52",               -29.0,     
"             687.50",               -29.6,     
"             688.48",               -28.7,     
"             689.45",               -29.7,     
"             690.43",               -29.3,     
"             691.41",               -30.9,     
"             692.38",               -28.5,     
"             693.36",               -27.8,     
"             694.34",               -27.9,     
"             695.31",               -27.4,     
"             696.29",               -27.2,     
"             697.27",               -29.0,     
"             698.24",               -28.3,     
"             699.22",               -24.3,     
"             700.20",               -23.9,     
"             701.17",               -28.5,     
"             702.15",               -26.6,     
"             703.13",               -28.5,     
"             704.10",               -28.8,     
"             705.08",               -27.5,     
"             706.05",               -28.7,     
"             707.03",               -29.2,     
"             708.01",               -27.9,     
"             708.98",               -28.8,     
"             709.96",               -29.7,     
"             710.94",               -31.1,     
"             711.91",               -30.1,     
"             712.89",               -29.1,     
"             713.87",               -29.4,     
"             714.84",               -27.8,     
"             715.82",               -28.7,     
"             716.80",               -28.6,     
"             717.77",               -29.8,     
"             718.75",               -29.0,     
"             719.73",               -30.6,     
"             720.70",               -29.8,     
"             721.68",               -30.7,     
"             722.66",               -30.9,     
"             723.63",               -29.5,     
"             724.61",               -29.4,     
"             725.59",               -29.2,     
"             726.56",               -28.2,     
"             727.54",               -27.2,     
"             728.52",               -27.1,     
"             729.49",               -25.7,     
"             730.47",               -24.5,     
"             731.45",               -21.6,     
"             732.42",               -19.8,     
"             733.40",               -20.0,     
"             734.38",               -17.1,     
"             735.35",               -13.7,     
"             736.33",                -9.9,     
"             737.30",                -4.7,     
"             738.28",                 1.6,     
"             739.26",                10.2,     
"             740.23",                23.7,     
"             741.21",                46.4,     
"             742.19",                49.9,     
"             743.16",                41.1,     
"             744.14",                17.2,     
"             745.12",                 6.3,     
"             746.09",                -1.2,     
"             747.07",                -6.9,     
"             748.05",               -11.5,     
"             749.02",               -12.2,     
"             750.00",               -12.1,     
"             750.98",               -17.7,     
"             751.95",               -21.6,     
"             752.93",               -22.6,     
"             753.91",               -26.4,     
"             754.88",               -25.2,     
"             755.86",               -27.0,     
"             756.84",               -26.2,     
"             757.81",               -29.1,     
"             758.79",               -28.5,     
"             759.77",               -29.7,     
"             760.74",               -29.0,     
"             761.72",               -29.2,     
"             762.70",               -29.8,     
"             763.67",               -29.4,     
"             764.65",               -30.9,     
"             765.63",               -30.3,     
"             766.60",               -29.2,     
"             767.58",               -29.0,     
"             768.55",               -30.7,     
"             769.53",               -28.3,     
"             770.51",               -27.9,     
"             771.48",               -27.3,     
"             772.46",               -28.1,     
"             773.44",               -28.0,     
"             774.41",               -27.3,     
"             775.39",               -27.5,     
"             776.37",               -26.8,     
"             777.34",               -26.9,     
"             778.32",               -29.1,     
"             779.30",               -30.6,     
"             780.27",               -28.3,     
"             781.25",               -26.3,     
